text,true_label,predicted_label,response,correct
"you agree that any information you provide will always be accurate , correct , and up to date .",0,0,No,True
"you may not derive or attempt to derive the source code of all or any portion of any app , permit any third party to derive or attempt to derive such source code , or reverse engineer , decompile , disassemble , or translate any app or any part thereof .",0,0,No,True
"if you do not have an account , you accept these terms by using any part of the fitbit service .",1,0,No,False
"we will not be liable to you for any lack of performance , or the unavailability or failure , of the products , or for any failure or delay by us to comply with these terms , where such lack , unavailability or failure arises from any cause beyond our reasonable control .",1,1,Yes,True
skype reserves the right to change the fair usage policy at any time .,1,0,No,False
termination of your account can include disabling your access to the service or any part thereof including any content you submitted or others submitted .,1,0,No,False
"to the maximum extent permitted by applicable law , in no event shall crowdtangle , facebook , its affiliates , agents , directors , employees , suppliers or licensors -lrb- `` crowdtangle parties '' -rrb- be liable for any indirect , punitive , incidental , special , consequential or exemplary damages , including without limitation damages for loss of profits , goodwill , use , data or other intangible losses , arising out of or relating to the use of , or inability to use , these services .",1,1,Yes,True
"by accessing and using the yahoo services , you accept and agree to be bound by the terms and provision of the tos .",1,0,No,False
check with your provider -lrb- s -rrb- to determine if there are any such fees that may apply to you .,0,0,No,True
we can deactivate your account at any time .,1,0,No,False
"without limiting supercell 's liability under section 7 below , the service is provided on an `` as is '' and `` as available '' basis for your use , without warranties of any kind , express or implied , including without limitation the warranties of merchantability , fitness for a particular purpose , title , non-infringement , and those arising from course of dealing or usage of trade .",0,0,No,True
"in no event shall onavo be liable to anyone for any indirect , punitive , special , exemplary , incidental , consequential or other damages of any type or kind -lrb- including loss of data , revenue , profits , use or other economic advantage -rrb- arising out of , or in any way connected with the services , including but not limited to the use or inability to use the services , or for any content obtained from or through the services , any interruption , inaccuracy , error or omission , even if onavo has been previously advised of the possibility of such damages .",1,1,Yes,True
"we do not authorize the use of this information for any purpose other than your personal use and you are expressly prohibited from the resale , redistribution , and use of this information for commercial purposes .",0,0,No,True
the refund method will depend upon the payment method .,0,0,No,True
"if the tripadvisor media group companies are found liable for any loss or damage that arises out of or is in any way connected with your use of our sites or services , then the tripadvisor media group companies ' liabilities will in no event exceed , in the aggregate , the greater of -lrb- a -rrb- the transaction fees paid to tripadvisor for the transaction -lrb- s -rrb- on this website giving rise to the claim , or -lrb- b -rrb- one-hundred dollars -lrb- us $ 100.00 -rrb- .",1,0,No,False
"-lrb- b -rrb- in the course of your use of the products , you may be asked to provide certain personalized information to us -lrb- such information is referred to hereinafter as `` user information '' -rrb- .",0,0,No,True
"in doing so , you give up your right to go to court to assert or defend any claims between you and the company -lrb- except for matters that may be taken to small-claims court -rrb- .",0,0,No,True
the copyright act provides that :,0,0,No,True
each of us agrees that our only liability in respect of those representations and warranties that are set out in this agreement -lrb- whether made innocently or negligently -rrb- will be for breach of contract .,1,0,No,False
notice for claims of intellectual property violations and copyright infringement pursuant to section 512 -lrb- c -rrb- of title 17 of the united states code,0,0,No,True
"this license is provided solely for your personal , non-commercial use and enjoyment of the fitbit service as permitted in these terms .",0,1,Yes,False
"account registration requires you to submit to uber certain personal information , such as your name , address , mobile phone number and age , as well as at least one valid payment method -lrb- either a credit card or accepted payment partner -rrb- .",0,0,No,True
"if you rate or review an application in the store , you may receive email from microsoft containing content from the publisher of the application .",0,0,No,True
"to the fullest extent permitted by law : -lrb- i -rrb- vimeo shall not be liable for any direct , indirect , incidental , special , consequential , or exemplary damages , including but not limited to damages for loss of profits , goodwill , use , data or other intangible losses ; and -lrb- ii -rrb- vimeo 's total liability to you shall not exceed the amounts paid by you to vimeo over the twelve -lrb- 12 -rrb- months preceding your claim -lrb- s -rrb- .",1,1,Yes,True
your continued use of our services after we publish or send a notice about our changes to these terms means that you are consenting to the updated terms .,1,0,No,False
"academia.edu makes no effort to review any third party account content for any purpose , including but not limited to , for accuracy , legality or non-infringement and academia.edu is not responsible for any third party account content .",0,0,No,True
"onavo -lrb- including its affiliates , directors , officers , employees , agents , contractors , successors or assignees -rrb- and its licensors do not represent or warrant that -lrb- a -rrb- the use of the services will be timely , uninterrupted , unsuspended for unscheduled downtime , free of limitations , or error-free or operate in combination with any other hardware , software , system or data ; -lrb- b -rrb- the services and/or their quality will meet your requirements or expectations ; -lrb- c -rrb- any content will be accurate or reliable ; -lrb- d -rrb- errors or defects will be corrected ; -lrb- e -rrb- that the services or the server -lrb- s -rrb- that make the services available are safe , free of viruses or other harmful components , or secure from unauthorized access ; -lrb- f -rrb- that the services or the server -lrb- s -rrb- that make the services available are immune from any interruption or suspension caused by factors outside of onavo or the servers ' operators ' reasonable control , including any force majeure event or internet access or related problems ; -lrb- g -rrb- that your mobile device will be compatible with onavo 's software and services ; or -lrb- h -rrb- that the data transferred through the services will always be complete , timely and without any changes .",0,0,No,True
"although tripadvisor has no obligation to screen , edit or monitor any of the content posted to or distributed through any interactive area , tripadvisor reserves the right , and has absolute discretion , to remove , screen , translate or edit without notice any content posted or stored on this website at any time and for any reason , or to have such actions performed by third parties on its behalf , and you are solely responsible for creating backup copies of and replacing any content you post or store on this website at your sole cost and expense .",1,1,Yes,True
"any dispute , conflict , claim or controversy arising out of or broadly in connection with or relating to the services or these terms , including those relating to its validity , its construction or its enforceability -lrb- any `` dispute '' -rrb- shall be first mandatorily submitted to mediation proceedings under the international chamber of commerce mediation rules -lrb- `` icc mediation rules '' -rrb- .",1,0,No,False
"to the extent that you would -lrb- wholly or partly -rrb- use or combine our -lrb- translated -rrb- content -lrb- including guest reviews -rrb- or would otherwise own any intellectual property rights in the platform or any -lrb- translated -rrb- content or guest reviews , you hereby assign , transfer and set over all such intellectual property rights to booking.com .",0,0,No,True
the permission to use catalog content is subject to modification or revocation at any time at ebay 's sole discretion .,1,0,No,False
"by using the rovio services , you acknowledge and agree that third party data transfer fees may apply depending on your data plan .",0,0,No,True
"5.11 unsolicited ideas skype does not consider or accept unsolicited proposals or ideas , including without limitation ideas for new products , technologies , promotions , product names , product feedback and product improvements -lrb- `` unsolicited feedback '' -rrb- .",0,0,No,True
you also have to cooperate in zynga 's and/or the zynga affiliate 's defense of these cases .,0,0,No,True
your continued use of the products constitutes your agreement to abide by the terms as changed .,1,0,No,False
"termination of your yahoo account includes any or all of the following : -lrb- a -rrb- removal of access to all or part of the offerings within the yahoo services , -lrb- b -rrb- deletion of your password and all related information , files and content associated with or inside your account -lrb- or any part thereof -rrb- , and -lrb- c -rrb- barring of further use of all or part of the yahoo services .",1,0,No,False
"all claims arising out of or relating to these terms or the services will be litigated exclusively in the federal or state courts of santa clara county , california , usa , and you and google consent to personal jurisdiction in those courts .",1,1,Yes,True
-lrb- iii -rrb- the service limitations set out in paragraph 5.6 ;,1,0,No,False
"`` product '' means any interactive entertainment product or software provided to you by linden lab , each of which shall be further governed by an applicable product-specific policy -lrb- each a `` product policy '' -rrb- .",0,0,No,True
"when you create an account , you agree to provide accurate , up to date information as required for the account registration .",0,0,No,True
"vivino may terminate your access to all or any part of the service at any time , with or without cause , with or without notice , effective immediately , which may result in the forfeiture and destruction of all information associated with your membership .",1,1,Yes,True
you acknowledge and agree that posting any such user content may result in immediate termination or suspension of your spotify account .,1,1,Yes,True
"if you do not pay the fees or charges due for your use of the premium services , we may make reasonable efforts to notify you and resolve the issue ; however , we reserve the right to disable or terminate your access to the premium services -lrb- and may do so without notice -rrb- .",1,1,Yes,True
"supercell may manage , regulate , control , modify or eliminate virtual items and/or merchandise at any time , with or without notice .",1,1,Yes,True
"fitbit is not liable to you or to any third party for any modification , suspension , or discontinuance of any feature or component of the fitbit service .",1,1,Yes,True
"we reserve the right to disallow , cancel , remove , or reassign certain usernames and permalinks in appropriate circumstances , as determined by us in our sole discretion , and may , with or without prior notice , suspend or terminate your account if activities occur on your account which , in our sole discretion , would or might constitute a violation of this eula , cause damage to or impair the service , infringe or violate any third party rights , or violate any applicable laws or regulations .",1,1,Yes,True
both you and dropbox consent to venue and personal jurisdiction in such courts .,1,0,No,False
customers can cancel an order by contacting the partner restaurant .,0,0,No,True
"out-of-country usage may in any event lead to significantly higher costs than regular usage , and you are solely responsible for keeping yourself informed and paying for possible roaming and other applicable charges levied by your mobile network operator .",0,0,No,True
"by accepting these terms of service , you agree to be bound by this arbitration clause and class action waiver .",1,0,No,False
"your contact information , including address , telephone number and email address ;",0,0,No,True
"background communication with nintendo servers enables your user device to receive system updates , updates for software and applications installed on your user device , updates for content on the nintendo account service , new applications and important service messages from nintendo .",0,0,No,True
"microsoft or the owners of the digital goods may , from time to time , remove digital goods from the services without notice .",1,1,Yes,True
"where other third party services are made available as part of our services , then the respective third party terms of service and privacy policy shall apply to any such use by you .",1,0,No,False
"by using the software , you agree that any content that you submit may be transmitted to the recipient of your communication .",0,0,No,True
"in no event will snap group limited , snap inc. , or their affiliates ' aggregate liability for all claims relating to the services exceed the greater of # 100 gbp or the amount you paid snap group limited , if any , in the last 12 months .",1,0,No,False
microsoft reserves the right to modify our usage rules at any time .,1,1,Yes,True
"if you purchase a subscription through a bundle subscription partner , you may cancel according to the process outlined by the bundle subscription partner .",0,0,No,True
"you are expected to check this page from time to time to take notice of any changes we make , as they are binding on you .",1,0,No,False
"you acknowledge that zynga is not required to provide a refund for any reason , and that you will not receive money or other compensation for unused virtual items when an account is closed , whether such closure was voluntary or involuntary , or whether you made a payment through zynga.com or another platform such as apple , google , facebook , or any other sites or platforms where we offer our services .",1,0,No,False
"you agree that , except to the extent inconsistent with or preempted by federal law , the laws of the state of utah , without regard to principles of conflict of laws , will govern the user agreement and any claim or dispute that has arisen or may arise between you and ebay , except as otherwise stated in the user agreement .",1,1,Yes,True
"furthermore , you understand and agree that :",0,0,No,True
"virtual items do not incur fees for non-use , however , the license granted to you in virtual items will terminate in accordance with the terms of this agreement , when tinder ceases providing the service or your account is otherwise closed or terminated .",1,0,No,False
"by accepting these terms of service or using our services , you understand that this is a legally binding instrument and agree to be bound by the terms and conditions herein .",1,0,No,False
"we have no control over the contents of those sites or resources , and accept no responsibility for them or for any loss or damage that may arise from your use of them .",0,0,No,True
"we may also from time to time , as we see fit , develop and provide updates for certain services .",1,1,Yes,True
"to request permission , you may contact tripadvisor as follows :",0,0,No,True
do n't share your account credentials or give others access to your account .,0,0,No,True
"7.4.1 airbnb may enable hosts to authorize other members -lrb- `` co-hosts '' -rrb- to administer the host 's listing -lrb- s -rrb- , and to bind the host and take certain actions in relation to the listing -lrb- s -rrb- as permitted by the host , such as accepting booking requests , messaging and welcoming guests , and updating the listing fee and calendar availability -lrb- collectively , `` co-host services '' -rrb- .",0,0,No,True
"this means , for example , that you permit a business or other entity to pay us to display your name and/or profile picture with your content or information , without any compensation to you .",0,0,No,True
"microsoft and the names , logos , and icons of all microsoft products , software , and services may be either trademarks or registered trademarks of microsoft in the united states and/or other countries .",0,0,No,True
changes will not apply retroactively and will become effective no sooner than fourteen days after they are posted .,0,0,No,True
"to the extent permitted by law , we exclude all liability -lrb- whether arising in contract , in negligence or otherwise -rrb- for loss or damage which you or any third party may incur in connection with our site , our service , and any website linked to our site and any materials posted on it .",1,1,Yes,True
"in order to make the arbitration most convenient to you , airbnb agrees that any required arbitration hearing may be conducted , at your option , -lrb- a -rrb- in the county where you reside ; -lrb- b -rrb- in san francisco county ; -lrb- c -rrb- in any other location to which you and airbnb both agree ; -lrb- d -rrb- via phone or video conference ; or -lrb- e -rrb- for any claim or counterclaim under $ 25,000 , by solely the submission of documents to the arbitrator .",0,1,Yes,False
the failure of onavo to enforce any right or provision in this agreement shall not constitute a waiver of such right or provision unless acknowledged and agreed to by onavo in writing .,0,1,Yes,False
you agree that we are not responsible for others ' -lrb- including other members ' -rrb- content or information .,1,0,No,False
niantic may freely assign or transfer these terms without restriction .,0,1,Yes,False
"some jurisdictions may not allow certain limitation on or exclusion of implied warranties , so some of the above limitation or exclusions may not apply in full to you .",0,0,No,True
-lrb- iii -rrb- violate the restrictions in any robot exclusion headers on this website or bypass or circumvent other measures employed to prevent or limit access to this website ;,0,0,No,True
"-lrb- a -rrb- u.s. residents : to the fullest extent permissible by law , with the exception of disputes pertaining to viber 's intellectual property rights and certain statutory claims that , pursuant to law , are not arbitrable , any dispute of any kind between you and viber arising under these terms shall be resolved through binding arbitration pursuant to the jams streamlined arbitration rules and procedures on an individual basis with no class relief .",1,1,Yes,True
booking.com disclaims any liability or responsibility for any communication with the supplier on or through its platform .,1,0,No,False
"none of the content may be downloaded , copied , reproduced , transmitted , stored , sold or distributed without the prior written consent of the copyright holder .",0,0,No,True
"if we feel that your behavior towards any of our customer care representatives or other employees is at any time threatening or offensive , we reserve the right to immediately terminate your account .",1,1,Yes,True
"your continued use of our services confirms your acceptance of our terms , as amended .",1,0,No,False
creating an account for the purposes of deceiving other athletes or to work around a services suspension is not permitted and will be grounds for a permanent ban from the services .,0,0,No,True
the foregoing disclaimer of certain damages and limitation of liability will apply to the maximum extent permitted by applicable law .,1,1,Yes,True
"you are entitled to terminate this agreement under the conditions set forth in section xi and xii herein , as well as for personal bankruptcy , imprisonment , hospitalization for a period exceeding three -lrb- 3 -rrb- months , or for any other legitimate reason as may be specified by applicable law or relevant court decision , subject to prior written notice by mail to the following address : blizzard entertainment s.a.s. - support clients - tsa 60001 , 78008 versailles cedex , france .",0,0,No,True
"we expressly exclude , to the fullest extent permitted by law , all liability of betterpoints.uk , its directors , employees or other representatives , howsoever arising , for any loss suffered as a result of your use of this website or involvement in any way with betterpoints.uk .",1,1,Yes,True
if you continue to use the services after the changes are posted you agree to the changes .,1,0,No,False
4.4 you may not register more than one -lrb- 1 -rrb- airbnb account unless airbnb authorizes you to do so .,0,0,No,True
"to the extent the parties are permitted under these terms to initiate litigation in a court , both you and snap group limited agree that all claims and disputes -lrb- whether contractual or otherwise -rrb- arising out of or relating to the terms or the use of the services will be litigated exclusively in the courts of england in the united kingdom , unless this is prohibited by the laws of the country where you reside .",1,1,Yes,True
qik premium is subject to a fair usage policy of 15gb of video storage per user per month and each video can be no more than 90 minutes in duration .,0,0,No,True
skype reserves the right to remove or amend the available payment methods at its sole discretion .,1,1,Yes,True
"if you do not agree to these amended terms , you may close your account within the 30-day period and you will not be bound by the amended terms .",0,0,No,True
"9gag , inc 's and the site 's collective liability under this agreement shall be limited to three hundred u.s. dollars .",1,0,No,False
agree that we may start to supply your purchased virtual items immediately after you have clicked that button ; and,0,0,No,True
"if any controversy , allegation or claim arises out of or relates to the service , the website -lrb- s -rrb- , the content , your user content , your unsolicited ideas and materials , this agreement , your decision to enter into this agreement , any additional terms or any other aspect of your relationship with linden lab -lrb- collectively , `` dispute '' -rrb- , then you and we agree to send a written notice to the other providing a reasonable description of the dispute , along with a proposed resolution of it .",0,1,Yes,False
"when a child under the age of thirteen -lrb- 13 -rrb- contacts linden lab , for example , to participate in a contest or to ask a question , we may collect that child 's email address and the e-mail address of the child 's parent or guardian .",0,0,No,True
we may amend these terms .,1,0,No,False
"for details on the arbitration process , see our arbitration procedures .",0,0,No,True
"rent , lease , loan , trade , sell/re-sell access to the services or related data ;",0,0,No,True
"where permissible under the law , viber has the right to terminate your rights under our service without notice .",1,1,Yes,True
"to the extent not prohibited by applicable law , the courts of finland shall have jurisdiction .",1,1,Yes,True
you agree that yahoo has no responsibility or liability for the deletion or failure to store any messages and other communications or other content maintained or transmitted by the yahoo services .,1,0,No,False
"neither airbnb nor any other party involved in creating , producing , or delivering the airbnb platform or collective content will be liable for any incidental , special , exemplary or consequential damages , including lost profits , loss of data or loss of goodwill , service interruption , computer damage or system failure or the cost of substitute products or services , or for any damages for personal or bodily injury or emotional distress arising out of or in connection with -lrb- i -rrb- these terms , -lrb- ii -rrb- from the use of or inability to use the airbnb platform or collective content , -lrb- iii -rrb- from any communications , interactions or meetings with other members or other persons with whom you communicate , interact or meet with as a result of your use of the airbnb platform , or -lrb- iv -rrb- from your publishing or booking of a listing , including the provision or use of a listing 's host services , whether based on warranty , contract , tort -lrb- including negligence -rrb- , product liability or any other legal theory , and whether or not airbnb has been informed of the possibility of such damage , even if a limited remedy set forth herein is found to have failed of its essential purpose .",1,1,Yes,True
this agreement may not be assigned by you without the prior written approval of onavo and any assignment without such prior written consent shall be void .,0,1,Yes,False
we may terminate your whatsapp account if you repeatedly infringe the intellectual property rights of others .,1,1,Yes,True
"to the extent permissible under applicable law , spotify reserves the right , periodically and at any time , to modify or discontinue , temporarily or permanently , functions and features of the spotify service , with or without notice , all without liability to you , except where prohibited by law , for any interruption , modification , or discontinuation of the spotify service or any function or feature thereof .",1,1,Yes,True
"onavo may terminate this agreement , or terminate or suspend your access to any of the services at any time , with or without cause , with or without notice .",1,1,Yes,True
"to the maximum extent permitted by applicable laws , we may change our prices for premium services at any time .",1,1,Yes,True
"9gag 's intellectual property policy is to -lrb- a -rrb- remove material that 9gag believes in good faith , upon notice from an intellectual property owner or their agent , is infringing the intellectual property of a third party by being made available through the services , and -lrb- b -rrb- remove any subscriber content posted to the services by `` repeat infringers . ''",1,0,No,False
3.1 skype may make changes to these terms from time to time .,1,1,Yes,True
in no event will oculus be liable for the removal of or disabling of access to any portion or feature of the services .,1,0,No,False
we may suspend or terminate your use of the products as a result of your fraud or breach of any obligation under these terms .,1,1,Yes,True
we may suspend or stop providing our services to you if you do not comply with our terms or policies or if we are investigating suspected misconduct .,1,1,Yes,True
"third-party links , sites , and services",0,0,No,True
we will not include your content in advertisements for the products and services of third parties to others without your separate consent -lrb- including sponsored content -rrb- .,0,0,No,True
"except as may be provided in any additional terms , to the fullest extent permitted by applicable law , in no event will linden lab 's cumulative liability to you exceed the greater of -lrb- i -rrb- one hundred dollars -lrb- u.s. $ 100.00 -rrb- ; or -lrb- ii -rrb- the fees , if any , paid by you for use of the service ; provided , however , this provision will not apply if a tribunal with applicable jurisdiction finds such to be unconscionable .",1,1,Yes,True
both you and linkedin may terminate this contract at any time with notice to the other .,1,1,Yes,True
"the company has discretion , however , to terminate the account of any user after receipt of a single notification of claimed infringement or upon the company 's own determination .",1,0,No,False
"by using the services , you agree to the terms .",1,0,No,False
you understand and agree that spotify is not responsible or liable for any transaction between you and third party providers of third party applications or products or services advertised on or through the spotify service .,0,0,No,True
we try to keep the services up and running and free of annoyances .,0,0,No,True
"notwithstanding the foregoing , if you have prepaid fees for paid subscriptions that spotify permanently discontinues prior to the end of the pre-paid period -lrb- defined in the payments , cancellations , and cooling off section -rrb- , spotify will refund you the prepaid fees for the pre-paid period after such discontinuation .",0,0,No,True
"15.4 airbnb may immediately , without notice terminate this agreement if -lrb- i -rrb- you have materially breached your obligations under these terms , the payments terms , our policies or standards , -lrb- ii -rrb- you have violated applicable laws , regulations or third party rights , or -lrb- iii -rrb- airbnb believes in good faith that such action is reasonably necessary to protect the personal safety or property of airbnb , its members , or third parties -lrb- for example in the case of fraudulent behavior of a member -rrb- .",1,1,Yes,True
"9.3 linden lab 's liability to you is expressly limited , to the extent allowable under applicable law .",1,0,No,False
"any arbitration must be commenced by filing a demand for arbitration within one -lrb- 1 -rrb- year after the date the party asserting the claim first knows or reasonably should know of the act , omission , or default giving rise to the claim ; and there shall be no right to any remedy for any claim not asserted within that time period .",0,0,No,True
violate the professional community guidelines or any additional terms concerning a specific service that are provided when you sign up for or start using such service .,0,0,No,True
we have the right to limit how you connect and interact on our services .,1,0,No,False
"the laws of the state of california will govern these terms of service , as well as any claim that might arise between you and us , without regard to conflict of law provisions .",1,1,Yes,True
"in no event will duolingo be liable to you or any third party claiming through you -lrb- whether based in contract , tort , strict liability or other theory -rrb- for indirect , incidental , special , consequential or exemplary damages arising out of or relating to the access or use of , or the inability to access or use , the service or any portion thereof , including but not limited to the loss of use of the service , inaccurate results , loss of profits , business interruption , or damages stemming from loss or corruption of data or data being rendered inaccurate , the cost of recovering any data , the cost of substitute services or claims by third parties for any damage to computers , software , modems , telephones or other property , even if duolingo has been advised of the possibility of such damages .",1,1,Yes,True
"the company 's intellectual property policy is to -lrb- i -rrb- remove or disable access to material that the company believes in good faith , upon notice from an intellectual property owner or his or her agent , is infringing the intellectual property of a third party by being made available through the service ; and -lrb- ii -rrb- remove any user content uploaded to the service by `` repeat infringers . ''",1,0,No,False
"term and termination , suspension and other measures",0,0,No,True
"in addition , to the extent permitted by applicable law , we -lrb- including our parent , subsidiaries , and affiliates , and our and their officers , directors , agents and employees -rrb- are not liable , and you agree not to hold us responsible , for any damages or losses -lrb- including , but not limited to , loss of money , goodwill or reputation , profits , other intangible losses , or any special , indirect , or consequential damages -rrb- resulting directly or indirectly from : the content you provide -lrb- directly or indirectly -rrb- using the services ; your use of or your inability to use our services ; pricing , shipping , format , or other guidance provided by ebay ; delays or disruptions in our services ; viruses or other malicious software obtained by accessing or linking to our services ; glitches , bugs , errors , or inaccuracies of any kind in our services ; damage to your hardware device from the use of any ebay service ; the content , actions , or inactions of third parties , including items listed using our services or the destruction of allegedly fake items ; a suspension or other action taken with respect to your account or breach of the abusing ebay section above ; the duration or manner in which your listings appear in search results as set out in the listing conditions section above ; or your need to modify practices , content , or behavior , or your loss of or inability to do business , as a result of changes to this user agreement or our policies .",1,1,Yes,True
2.4 you should print off or save a local copy of the terms for your records .,0,0,No,True
"if you reside in brazil , these terms and the relationship between you and evernote -lrb- including any dispute -rrb- shall be governed in all respects by the laws of brazil and shall be considered to have been made and accepted in brazil , without regard to conflict of law provisions .",1,1,Yes,True
"we both agree that all of these claims can only be litigated in dublin , ireland , and we each agree to personal jurisdiction of the courts located in dublin , ireland .",1,0,No,False
"your access and use of the services -lrb- regardless of whether you create an account with us -rrb- , constitutes your agreement to these terms and our privacy policy , which is incorporated into the terms .",1,1,Yes,True
this arbitration agreement will survive the termination of your relationship with headspace .,0,1,Yes,False
"in those cases , crowdtangle will not be held liable for any disruption of service .",1,0,No,False
"downloading , copying , or storing any content for other than personal , noncommercial use is expressly prohibited without prior written permission from 9gag , inc , or from the copyright holder identified in such content 's copyright notice .",0,0,No,True
"you and we both consent to venue and personal jurisdiction in san francisco , california .",1,0,No,False
"amazon does sell products for children , but it sells them to adults , who can purchase with a credit card or other permitted payment method .",0,0,No,True
"you acknowledge that breaching travel provider terms could result in the cancellation of tickets or reservations , revocation of frequent flier miles and other benefits , and additional charges .",1,0,No,False
"the licensor shall notify the licensee of any revisions with reasonable notice , at the licensor 's sole discretion , through the service , by e-email , via an online service or otherwise , or using any combination of the foregoing .",1,0,No,False
"you agree to waive , and hereby do waive , any legal or equitable rights or remedies you have or may have against youtube with respect to any such content .",0,0,No,True
you must make alternative communications arrangements to ensure that you can make emergency calls if needed .,0,0,No,True
digital millenium copyright act -lrb- `` dmca '' -rrb- notice,0,0,No,True
"rovio retains all right , title and interest in and to the rovio services , including , but not limited to , all copyrights , trademarks , trade secrets , trade names , proprietary rights , patents , titles , computer codes , audiovisual effects , themes , characters , character names , stories , dialog , settings , artwork , sound effects , musical works , and moral rights whether registered or not and all applications thereof .",0,0,No,True
"you agree that we may , at our sole discretion , suspend or terminate your access to all or part of our website and resources with or without notice and for any reason , including , without limitation , breach of this user agreement .",1,1,Yes,True
digital products must not be used for any other purpose .,0,0,No,True
skype 's subscriptions are for individual use only -lrb- personal or business communications -rrb- in accordance with our terms of use and this fup -lrb- `` legitimate use '' -rrb- .,0,0,No,True
we are not responsible or liable for -lrb- and have no obligation to verify -rrb- any wrong or misspelled email address or inaccurate or wrong -lrb- mobile -rrb- phone number or credit card number .,1,0,No,False
"snap group limited may also terminate these terms with you at any time , for any reason .",1,1,Yes,True
"oculus reserves the right to change , suspend , remove , discontinue or disable access to the services or particular portions thereof , at any time and without notice .",1,1,Yes,True
"ebay 's verified rights owner -lrb- vero -rrb- program works to ensure that listed items and content on our site or in our apps do not infringe upon the copyright , trademark , or certain other intellectual property rights of third parties .",0,0,No,True
you acquire no rights whatsoever to all or any part of the services except for the limited use rights granted by these terms of service .,0,0,No,True
you agree that you will not :,0,0,No,True
"likewise , except as set forth in this section or as required by applicable law , the company is not responsible for repairing or replacing your gifts , or providing you with any credit or refund or any other sum , in the event of : -lrb- i -rrb- the company 's change , suspension or termination of any gifts ; or -lrb- ii -rrb- for loss or damage due to service error , or any other reason .",1,0,No,False
"as a user of this website , including instant booking , you understand and agree that : -lrb- 1 -rrb- neither tripadvisor nor its affiliates will have any liability to you or others for any unauthorized transactions made using your password or account ; and -lrb- 2 -rrb- the unauthorized use of your password or account could cause you to incur liability to both tripadvisor and other users .",1,1,Yes,True
contains any type of unauthorized or unsolicited advertising ;,0,0,No,True
"you and we will pay the administrative and arbitrator 's fees and other costs in accordance with the applicable arbitration rules -lrb- including any rules regarding hardship -rrb- ; but if applicable arbitration rules or laws require linden lab to pay a greater portion or all of such fees and costs in order for this arbitration provision to be enforceable , or if the arbitrator -lrb- s -rrb- determine that you would experience an extreme hardship by paying your share of arbitration fees and costs prior to resolution of the dispute , then linden lab will have the right to elect to pay the fees and costs and proceed to arbitration .",0,1,Yes,False
"as between you and oculus , to the maximum extent permitted by applicable law , the services are provided on an `` as is '' and `` as available '' , basis , and oculus expressly disclaims all representations , warranties and conditions -lrb- express or implied , oral or written -rrb- , including any implied warranties of merchantability , fitness for a particular purpose and non-infringement .",0,0,No,True
"• we may revise data in the ebay product catalog to supplement , remove , or correct information ; if your listing uses catalog data that has been revised , those revisions may modify your listing accordingly .",1,0,No,False
we will respect the choices you make to limit sharing or visibility settings in your google account .,0,0,No,True
"zynga may , in its sole discretion limit , suspend , terminate , modify , or delete accounts or access to the service or any portion of it and prohibit access to our games and sites , and their content , services and tools , delay or remove hosted content and zynga is under no obligation to compensate you for any such losses or results .",1,1,Yes,True
"21.1 if you reside in the united states , these terms will be interpreted in accordance with the laws of the state of california and the united states of america , without regard to conflict-of-law provisions .",1,0,No,False
"your content in memories might become unavailable for any number of reasons , including things like an operational glitch or a decision on our end to terminate your account .",1,0,No,False
"we may change the price of the services at any time and if you have a recurring purchase , we will notify you by email at least 15 days before the price change .",1,0,No,False
"21.3 if you reside outside of the united states and china , these terms will be interpreted in accordance with irish law .",1,0,No,False
"you understand and agree that the company may change this eula at any time without prior notice ; provided that the company will endeavor to provide you with prior notice of any material changes that may apply to you , including through the posting of a revised eula that you may be required to accept in order to continue using the service .",1,1,Yes,True
"onavo provides apps that perform functions like compressing mobile data , analyzing mobile data usage , and helping to secure mobile data communications on certain mobile platforms and communication networks .",0,0,No,True
"by using our services , you agree , represent and warrant that you have received consent from your physician to participate in wellness and fitness programs , workouts , exercises or any of the related activities made available to you in connection with the services .",0,0,No,True
"if a dispute is not resolved within 15 days after submission , you or fitbit may bring a formal proceeding .",0,0,No,True
"9gag , inc shall not be liable for any failure to perform its obligations hereunder where such failure results from any cause beyond 9gag , inc 's reasonable control , including , without limitation , mechanical , electronic or communications failure or degradation .",1,1,Yes,True
"if you repeatedly infringe other people 's intellectual property rights , we will disable your account when appropriate .",1,0,No,False
"upon any such suspension , deactivation , or termination , we may delete or remove your content and other information related to your account .",1,1,Yes,True
special provisions applicable to users outside the united states,0,0,No,True
"any personal data obtained from children and parents during contests will be kept until the contest ends and prizes are delivered , and then it will be deleted .",0,0,No,True
"your continued use of the facebook services , following notice of the changes to our terms , policies or guidelines , constitutes your acceptance of our amended terms , policies or guidelines .",1,0,No,False
if you repeatedly infringe third parties ' ip your access to the service may be restricted or blocked at the company 's sole discretion .,1,0,No,False
"• use the site , services or collective content for any commercial purpose or the benefit of any third party or in any manner not permitted by these terms ;",0,1,Yes,False
